Course_Coursenum,Course_Coursetitle,Course_Instructor,Course_Day,Course_Time,Course_Location
RUS 499,Directed Reading/Research,A Kostetskaya,TBA,TBA,TBA TBA
SAM 101,Elementary Samoan,J Mayer,MWF,0830-0920a,MOORE 257
SAM 101,Elementary Samoan,J Mayer,MWF,0930-1020a,SAKAM B104
SAM 101,Elementary Samoan,F Lesa,MWF,1030-1120a,SAKAM B104
SAM 101,Elementary Samoan,F Lesa,MWF,1130-1220p,SAKAM B104
SAM 101,Elementary Samoan,E Danielson,MWF,1230-0120p,SAKAM B104
SAM 201,Intermediate Samoan,R Ale,MWF,0930-1020a,SAKAM C203
SAM 201,Intermediate Samoan,E Danielson,MWF,1030-1120a,SAKAM C203
SAM 201,Intermediate Samoan,E Danielson,MWF,1130-1220p,SAKAM C203
SAM 227,Overview of Samoan Lit in Eng,M Simanu-Klutz,TR,1200-0115p,WEB 116
SAM 301,3rd Level Samoan: Traditional,F Lesa,MWF,1230-0120p,WEB 102
SAM 431,Samoan Oral Traditions,R Ale,TR,0300-0415p,WEB 116
SNSK 181,Introduction to Sanskrit,J Allred,MWF,0900-1015a,MOORE 394
SNSK 281,Intermediate Sanskrit,J Knutson,TR,1100-1250p,SPAL 461
SNSK 381,Third-Level Sanskrit,J Knutson,W,1230-0250p,SPAL 461
SNSK 685,Advanced Readings in Sanskrit,J Knutson,W,1230-0250p,SPAL 461
SLS 150,"Learn Language & Communicate
(Learning Languages & Communicating in a Globalized World)",G Crookes,MWF,1030-1120a,MOORE 117
SLS 302,Second Language Learning,H Kim,MWF,0930-1020a,STJHN 11
SLS 302,Second Language Learning,H Hwang,MWF,1130-1220p,SAKAM C201
SLS 302,Second Language Learning,K Kyle,TR,0900-1015a,MOORE 202
SLS 303,Second Language Teaching,J Zhou,MWF,1030-1120a,SAKAM A101
SLS 303,Second Language Teaching,R Day,TR,1030-1145a,MOORE 423
SLS 313,Technqs in SL Tchg: Lstn/Spkg,J Brown,TR,0130-0245p,MOORE 102
SLS 408,"Bilingual Education
(Multilingual Education)",C Bach,TR,0130-0245p,MOORE 227
SLS 430,Pidgin & Creole Eng in Hawaii,K Sakoda,MWF,1130-1220p,MOORE 423
SLS 441,Lang Concepts SL Lrng & Tchg,B Schwartz,MW,0930-1045a,MOORE 205
SLS 441,Lang Concepts SL Lrng & Tchg,R Bley-Vroman,TR,0900-1015a,MOORE 206
SLS 441,Lang Concepts SL Lrng & Tchg,F Zenker,TR,1030-1145a,MOORE 112
SLS 480P,"Second Language Pedagogy
(Practicum for Future Language Professionals)",M Faucette,MW,0130-0245p,MOORE 205
SLS 480U,"Second Language Use
(Interactional Competence)",G Kasper,TR,1030-1145a,MOORE 120
SLS 485,"Professionalism in SLS
Restriction: Major",K Rock,TR,0900-1015a,MOORE 120
SLS 490,Second Language Testing,G La Flair,MWF,0930-1020a,KUY 303
SLS 600,"Intro to Second Lang Studies
Restriction: Department Approval",E Gilliland,MW,0130-0245p,SAKAM A104
SLS 614,Second Language Writing,E Gilliland,MW,0900-1015a,STJHN 13
SLS 650,"Second Language Acquisition
Restriction: Department Approval",N Ziegler,MW,1100-1215p,MOORE 205
SLS 660,"Sociolinguistics & Second Lang
Restriction: Department Approval",C Higgins,TR,0130-0245p,SAKAM B308
SLS 674,Language Survey Methods,J Brown,TR,0300-0415p,MOORE 225
SLS 680P,"Topics: SL Pedagogy
(Tasks, Activities, & Learning Environments)",D Zheng,M,0300-0550p,MOORE 205
SLS 730,"Sem in Second Lang Education
(SL Materials Evaluation, Adaptation, and Development)",R Day,F,0930-1215p,MOORE 205
SLS 750,"Sem in Second Lang Acquisitn
(Child L2)",B Schwartz,M,0300-0550p,MOORE 224
SLS 750,"Sem in Second Lang Acquisitn
(Learner Corpus Research)",K Kyle,T,0300-0550p,MOORE 204
SLS 760,"Seminar in Second Language Use
(Cognition and Epistemics in Interaction)",G Kasper,R,0300-0550p,MOORE 205
SOCS 180,Intro to Int & Global Studies,O Tekin,MWF,0830-0920a,KUY 306
SOCS 385,Service Learning,U Hasager,TBA,TBA,TBA TBA
SOCS 489,"Social Sciences Internship
Restriction: Instructor Approval",U Hasager,TBA,TBA,TBA TBA
SOCS 489,"Social Sciences Internship
Restriction: Instructor Approval",P Buskirk,TBA,TBA,TBA TBA
SW 200,The Field of Social Work,K Bennett,WF,0900-1015a,GAR 101
SW 302,"General Social Work Practice I
Restriction: Major",J Okamoto,M,0530-0800p,GAR 102
SW 302,"General Social Work Practice I
Restriction: Major",W Yoshioka,TR,1200-0115p,GAR 102
SW 325,"History of Social Welfare
Restriction: Major",K Bennett,T,0130-0400p,GAR 101
SW 325,"History of Social Welfare
Restriction: Major",K Bennett,R,0530-0800p,GAR 102
SW 360,"Human Dev & Behav for SW Pract
Restriction: Major",M Gibo,W,0530-0800p,GAR 101
SW 360,"Human Dev & Behav for SW Pract
Restriction: Major",M DeMattos,R,0130-0400p,GAR 101
SW 402,"Gen Social Work Practice III
Restriction: Major",M DeMattos,MW,0130-0245p,GAR 101
SW 402,"Gen Social Work Practice III
Restriction: Major",T Roberts,W,0530-0800p,GAR 102
SW 440,"Rsch Develop in Social Welfare
Restriction: Major",S Hong,MW,0300-0415p,GAR 101
SW 440,"Rsch Develop in Social Welfare
Restriction: Major",S Nakaoka,T,0530-0800p,GAR 102
SW 490,"Senior Practicum
Restriction: Major",A Sutherlin,M,0530-0730p,GAR 101
SW 490,"Senior Practicum
Restriction: Major",A Sutherlin,W,1100-0100p,GAR 103
SW 491,"Senior Practicum
Restriction: Major",A Sutherlin,TBA,TBA,TBA TBA
SW 606,"Social Work Prac w/Individuals
Restriction: Major",D Sato,M,0530-0800p,GRG 215
SW 606,"Social Work Prac w/Individuals
Restriction: Major",L Ka'Opua,T,1030-0100p,GAR 101
SW 606,"Social Work Prac w/Individuals
Restriction: Major",S Eaton,R,0230-0500p,GAR 103
SW 630,"Social Welfare Policy & Svcs
Restriction: Major",J Guo,M,0230-0500p,GAR 103
SW 630,"Social Welfare Policy & Svcs
Restriction: Major",A Santiago,R,0530-0800p,GAR 103
SW 640,"Intr to Sci Meth & Prin in SW
Restriction: Major",M Godinet,T,0230-0500p,GAR 103
SW 640,"Intr to Sci Meth & Prin in SW
Restriction: Major",S Kim,W,0530-0800p,GAR 103
SW 650,"Res Designs & Analys: SW Eval
Restriction: Major",L Watkins-Victorino,T,0530-0800p,GAR 101
SW 659,"Human Behav in Soc Environ I
Restriction: Major",D Tsipopoulos,T,0530-0800p,GAR 103
SW 659,"Human Behav in Soc Environ I
Restriction: Major",S Hong,R,1130-0200p,GAR 103
SW 663,"Treatment of Chem Dependency
Restriction: Major",G Tanida,R,0530-0800p,GAR 101
SW 672,"Childwelfare as a Field of SW
Restriction: Major",M Oliphant,W,0600-0830p,GRG 214
SW 690,"Practicum
Restriction: Major",R Arndt,W,0400-0500p,ONLINE TBA
SW 690,"Practicum
Restriction: Major",R Arndt,R,1000-1100a,GAR 101
SW 691,"Practicum
Restriction: Major",R Arndt,TBA,TBA,TBA TBA
SW 717,"SW Pract w/Children & Families
Restriction: Major",F Julien-Chinn,M,0530-0800p,GAR 103
SW 717,"SW Pract w/Children & Families
Restriction: Major",F Julien-Chinn,W,0200-0430p,GAR 103
SW 722,"SW Practice in Health Care
Restriction: Major",L Ka'Opua,W,0530-0800p,WEB 104
SW 724,"Sem in SW Pract in Mental Hlth
Restriction: Major",C Cheung,M,0530-0800p,WEB 103
SW 724,"Sem in SW Pract in Mental Hlth
Restriction: Major",C Cheung,W,0230-0500p,GAR 102
SW 726,"SW Practice with the Aged
Restriction: Major",K Kawamoto,M,0530-0800p,GRG 214
SW 737,"Social Work and the Law
Restriction: Major",B Myers,R,0530-0800p,WEB 104
SW 741,"Review of Rsch in Social Work
Restriction: Major",M Godinet,M,0230-0500p,GAR 102
SW 741,"Review of Rsch in Social Work
Restriction: Major",S Kim,T,0530-0800p,WEB 103
SW 750,"Analysis & Dev of Knowledge SW
Restriction: Major",J Guo,T,0130-0355p,DEAN 105
SW 790,"Practicum
Restriction: Major",R Arndt,T,0400-0500p,WEB 203
SW 790,"Practicum
Restriction: Major",R Arndt,W,1200-0100p,GAR 103
SW 790,"Practicum
Restriction: Major",R Arndt,R,0600-0700p,ONLINE TBA
SW 791,"Practicum
Restriction: Major",R Arndt,TBA,TBA,TBA TBA
SOC 100,Introduction to Sociology,N Chagnon,MWF,0130-0220p,BUSAD A101
SOC 100,Introduction to Sociology,K Hodges,TR,0900-1015a,BUSAD A101
SOC 100,Introduction to Sociology,K Mossakowski,TR,0900-1015a,SAUND 226
SOC 100,Introduction to Sociology,K Mossakowski,TR,1200-0115p,SAUND 226
SOC 100,Introduction to Sociology,K Mossakowski,TR,0130-0245p,SAUND 226
SOC 100,Introduction to Sociology,K Mossakowski,WF,0900-1015a,SAUND 226
SOC 100,Introduction to Sociology,K Mossakowski,WF,1200-0115p,SAUND 226
SOC 100,Introduction to Sociology,K Mossakowski,WF,0130-0245p,SAUND 226
SOC 100A,"Introduction to Sociology
Restriction: Honors Program Approval",C Petranek,TR,0130-0245p,SAKAM A104
SOC 214,Intro to Race & Ethnic Relatns,S Chai,MWF,0130-0220p,KUY 303
SOC 231,Intro to Juvenile Delinquency,A Camacho,TR,1200-0115p,KUY 209
SOC 251,Intro to Sociolgy of the Famly,D Chang,TR,0130-0245p,WEB 115
SOC 300,Prin of Sociological Inquiry,J Dial,TR,1200-0115p,CR 115
SOC 300,Prin of Sociological Inquiry,J Dial,TR,1200-0115p,CR 115
SOC 300,Prin of Sociological Inquiry,J Dial,TR,1200-0115p,CR 115
SOC 305,Women and Health,A Kimura,TR,0130-0245p,WEB 104
SOC 311,Sur Soc Ineqlty & Stratificatn,N Chagnon,TR,0130-0245p,BUSAD D201
SOC 321,Survey of Sociological Theory,S Chai,MWF,1130-1220p,ART 101
SOC 335,Survey of Drugs and Society,M Kita,MWF,1130-1220p,BUSAD A102
SOC 336,Deviant Behav & Social Control,M Kita,MWF,1230-0120p,BUSAD A102
SOC 341,Survey of Social Psychology,B Joyce,MWF,1030-1120a,WEB 112
SOC 354,Survey of Medical Sociology,W Zhang,MW,1200-0115p,ARCH 101A
SOC 358,Sociology of Korea,K Scott,TR,1030-1145a,SAUND 244
SOC 374,"Law, Politics and Society",J Goldberg-Hiller,TR,0130-0245p,KUY 306
SOC 415,Technology and Society,J Dial,TR,1030-1145a,ARCH 101A
SOC 431,Criminology/Juvenile Delinqncy,K Irwin,MWF,1130-1220p,STJHN 13
SOC 435,Women and Crime,M Lind,M,1230-0300p,BUSAD D106
SOC 446,Gender Violence over Lifecycle,H Liebreich,W,0330-0600p,BUSAD G103
SOC 451,Analy in Marriage & the Family,Y Lee,TR,1200-0115p,KUY 310
SOC 456,Racism & Ethnicity in Hawaii,J Darrah,M,0230-0500p,KUY 305
SOC 459,Popular Culture,A Camacho,TR,0130-0245p,WEB 102
SOC 476,Social Statistics,Y Lee,TR,0900-1015a,BUSAD C103
SOC 476L,Social Statistics Laboratory,Y Lee,R,1030-1145a,CR 220
SOC 478,Analy in Field Rsch Methods,K Irwin,MW,0130-0245p,WEB 113
SOC 491,"Discus Grp Leader-Freshman Sem
Restriction: Department Approval",K Mossakowski,M,0130-0400p,SAUND 226
SOC 495,"Topics in Sociology
(Sociology Internship)
Restriction: Instructor Approval",C Petranek,TBA,TBA,SAUND 210
SOC 606,Research Methods and Design,W Zhang,W,0200-0430p,MIL 1
SOC 611,Classical Sociological Theory,M Steger,M,0230-0500p,BUSAD C103
SOC 617,Sociology of Mental Health,K Mossakowski,R,1200-0230p,SAKAM C301
SOC 715,"Current Issues in Sociology
(Sociology of Migration)",N Sharma,T,1200-0230p,SAUND 229
SOC 715,"Current Issues in Sociology
(Neoliberalism)",M Steger,R,0300-0530p,BUSAD E201
SOC 750,Seminar in Social Movements,P Steinhoff,W,0430-0700p,SAUND 242
SPAN 101,Elementary Spanish,R Nylen,MWF,0730-0820a,MOORE 151
SPAN 101,Elementary Spanish,R Nylen,MWF,0830-0920a,MOORE 117
SPAN 101,Elementary Spanish,R Nylen,MWF,0830-0920a,MOORE 151
SPAN 101,Elementary Spanish,R Nylen,MWF,0930-1020a,MOORE 156
SPAN 101,Elementary Spanish,R Nylen,MWF,1030-1120a,MOORE 151
SPAN 101,Elementary Spanish,R Nylen,MWF,1130-1220p,MOORE 117
SPAN 101,Elementary Spanish,R Nylen,MWF,1130-1220p,KUY 407
SPAN 101,Elementary Spanish,L Keil,MWF,1130-1220p,MOORE 202
SPAN 101,Elementary Spanish,R Nylen,MWF,1230-0120p,SAKAM C201
SPAN 101,Elementary Spanish,R Nylen,MWF,1230-0120p,SAKAM C203
SPAN 101,Elementary Spanish,R Nylen,MWF,1230-0120p,KUY 304
SPAN 101,Elementary Spanish,L O'Rourke,MWF,0130-0220p,MOORE 120
SPAN 101,Elementary Spanish,L O'Rourke,MWF,0230-0320p,MOORE 117
SPAN 101,Elementary Spanish,L O'Rourke,MWF,0330-0420p,MOORE 117
SPAN 102,Elementary Spanish,J Castillo Flores,MWF,0730-0820a,MOORE 120
SPAN 102,Elementary Spanish,J Castillo Flores,MWF,0830-0920a,MOORE 120
SPAN 102,Elementary Spanish,L Kou,MWF,0830-0920a,MOORE 227
SPAN 102,Elementary Spanish,L Kou,MWF,0930-1020a,MOORE 227
SPAN 102,Elementary Spanish,L Kou,MWF,1030-1120a,MOORE 227
SPAN 102,Elementary Spanish,L Kou,MWF,1130-1220p,STJHN 15
SPAN 102,Elementary Spanish,J Castillo Flores,MWF,1230-0120p,MOORE 112
SPAN 102,Elementary Spanish,B Olivares,MWF,0130-0220p,MOORE 156
SPAN 201,Intermediate Spanish,J Tome,MWF,0730-0820a,MOORE 202
SPAN 201,Intermediate Spanish,J Tome,MWF,0830-0920a,MOORE 202
SPAN 201,Intermediate Spanish,I Fitzgerald,MWF,0930-1020a,KUY 406
SPAN 201,Intermediate Spanish,B Olivares,MWF,1030-1120a,STJHN 15
SPAN 201,Intermediate Spanish,I Fitzgerald,MWF,1130-1220p,MOORE 228
SPAN 201,Intermediate Spanish,I Fitzgerald,MWF,1230-0120p,MOORE 117
SPAN 201,Intermediate Spanish,B Olivares,MWF,1230-0120p,MOORE 156
SPAN 201,Intermediate Spanish,K Galante,MWF,0130-0220p,MOORE 202
SPAN 202,Intermediate Spanish,S Reemelin,MWF,0830-0920a,SAKAM A101
SPAN 202,Intermediate Spanish,K Galante,MWF,0930-1020a,SAKAM A103
SPAN 202,Intermediate Spanish,S Reemelin,MWF,1030-1120a,KUY 406
SPAN 202,Intermediate Spanish,S Reemelin,MWF,1130-1220p,SAKAM A102
SPAN 202,Intermediate Spanish,K Galante,MWF,1230-0120p,MOORE 151
SPAN 203,Intensive Business Spanish,J Tome,MWF,1030-1120a,MOORE 228
SPAN 300,"Legends, Stories, Curr. Events",M Gonzalez-Lloret,TR,0130-0245p,MOORE 202
SPAN 301,Language and Writing I,I Fitzgerald,TR,0900-1015a,MOORE 226
SPAN 301,Language and Writing I,L O'Rourke,TR,1030-1145a,MOORE 226
SPAN 301,Language and Writing I,R Nylen,TBA,TBA,ONLINE TBA
SPAN 302,Language and Writing II,L Kou,MWF,1230-0120p,MOORE 226
SPAN 303,Conversation I,S Reemelin,TR,1200-0115p,SAKAM A104
SPAN 305,Intro Spanish-English Transltn,J Castillo Flores,MWF,0130-0220p,MOORE 102
SPAN 320,Gateway to Hispanic Literature,B Quintana,TBA,TBA,ONLINE TBA
SPAN 351,Spanish Cultural Perspectives,M Gonzalez-Lloret,TR,1030-1145a,MOORE 203
SPAN 396,Intro to Hispanic Film,E Thau,TR,0900-1015a,MOORE 205
SPAN 451,Historical Spanish Linguistics,P Chandler,W,0230-0500p,MOORE 151
SPAN 477,U.S. Latino Literature,L Aranda,TR,0130-0245p,MOORE 151
SPAN 605,Spanish Translation Studies,L Aranda,R,0300-0530p,MOORE 151
SPAN 659,Topics in Spanish Applied Ling,M Gonzalez-Lloret,TBA,TBA,ONLINE TBA
SPAN 695,Seminar in Hispanic Literature,J Logan,T,0300-0530p,MOORE 151
SPED 201,Disb & Diversity in the Media,B Kajiyama,R,0100-0330p,WIST 233
SPED 304,Fnds Inclusive Schlg,C Reed-Farley,M,0430-0700p,SAKAM B102
SPED 304,Fnds Inclusive Schlg,N Haggerty,TBA,TBA,ONLINE TBA
SPED 304,Fnds Inclusive Schlg,C Reed-Farley,TBA,TBA,ONLINE TBA
SPED 304,Fnds Inclusive Schlg,B Kajiyama,TBA,TBA,ONLINE TBA
SPED 415,Ed Prog for Gifted/Talented,H Park,TBA,TBA,ONLINE TBA
SPED 445,Ed Excpt Stdnts Reg Clsrms Sec,K Corbin,W,0430-0700p,LSP3 B
SPED 705,"Seminar in Exceptionalities
Restriction: Major",J Wells,M,0430-0700p,WIST 128
SPED 710,"Pro Sem - Exceptionalities
Restriction: Major",K Rao,M,0200-0400p,WIST 128
SURG 531,"Surgery Clerkship
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 532,"Surgery Longitudinal Clerkship
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 541,"Emergency Medical Care
Restriction: Major",G Suares,TBA,TBA,HOSP TBA
SURG 545B,"SURG Elec: Urology
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545C,"SURG Elec: Ophthalmology
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545D,"SURG Elec: Otolaryngology
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545E,"SURG Elec: Plastic Surgery
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545F,"SURG Elec: Neurosurgery
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545G,"SURG Elec: Orthopaedics
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545H,"SURG Elec: Anesthesia
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545I,"SURG Elec: Surg Intensive Care
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545J,"SURG Elec: General Surg Sub-I
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545K,"SURG Elec: Peds Surg Sub-I
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545M,"SURG Elec: Diagnstic Radiology
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545N,"SURG Elec: Radiation Oncology
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545O,"SURG Elec: Emergency Med Sub-I
Restriction: Major",G Suares,TBA,TBA,HOSP TBA
SURG 545P,"SURG Elec: Extramural Surg
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545Q,"SURG Elec: Cardiovasculr Sub-I
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545R,"SURG Elec: Surgical Research
Restriction: Major",L Burgess,TBA,TBA,HOSP TBA
SURG 545S,SURG Elec: Surgical Anatomy,L Burgess,TBA,TBA,MEB TBA
SURG 545T,"SURG Elec: Preceptrshp in Asia
Restriction: Instructor Approval",L Burgess,TBA,TBA,HOSP TBA
SURG 545U,"SURG Elec: Biomed Tech Design
Restriction: Major",L Burgess,TBA,TBA,MEB TBA
SURG 545X,"SURG Elec: Transplant
Restriction: Major",L Burgess,TBA,TBA,TBA TBA
SURG 545Y,"SURG Elec: Ultrasound
Restriction: Instructor Approval",G Suares,TBA,TBA,HOSP TBA
SURG 545Z,"SURG: Laparoscopic
Restriction: Instructor Approval",K Murayama,TBA,TBA,HOSP TBA
TAHT 103,First Year Tahitian I,R NeSmith,TR,0900-1015a,WEB 116
THAI 103,Conversational Thai I,Y Hoonchamlong,MWF,0930-1020a,MOORE 206
THAI 105,Reading and Writing Thai I,Y Hoonchamlong,TR,0930-1020a,MOORE 225
THAI 105,Reading and Writing Thai I,Y Hoonchamlong,TBA,TBA,ONLINE TBA
THAI 201,Second-Level Thai I,Y Hoonchamlong,MWF,0800-0920a,MOORE 206
THAI 401,Fourth-Level Thai I,Y Hoonchamlong,W,0300-0530p,MOORE 204
THEA 101,Intro to World Drama & Theatre,C Eleftherakis,MW,1030-1120a,KT MS
THEA 101,Intro to World Drama & Theatre,C Eleftherakis,MW,1030-1120a,KT MS
THEA 101,Intro to World Drama & Theatre,C Eleftherakis,MW,1030-1120a,KT MS
THEA 200B,Beg Theatre Prac: Acting,J Iezzi,TBA,TBA,SAKAM C202
THEA 200B,"Beg Theatre Prac: Acting
Restriction: Instructor Approval",J Iezzi,TBA,TBA,SAKAM C202
THEA 200C,Beg Theatre Prac: Stagecraft,B Shevelenko,TBA,TBA,KT 108J
THEA 200D,Beg Theatre Prac: Costume,M Bisbee,T,0300-0415p,KT WD
THEA 200E,"Beg Theatre Prac: Theatre Mgt
Restriction: Major",J Jacob,T,0300-0415p,KT 203
THEA 221,Acting I: Intro to Performance,R Uyeno,MWF,0930-1020a,KT LAB
THEA 221,Acting I: Intro to Performance,C Lamborn,MWF,1030-1120a,KT LAB
THEA 221,Acting I: Intro to Performance,R Uyeno,MWF,1130-1220p,KT SS
THEA 221,Acting I: Intro to Performance,J Hofmann,MWF,1230-0120p,KT SS
THEA 221,Acting I: Intro to Performance,D Oakleaf,TR,0900-1015a,KT LAB
THEA 221,Acting I: Intro to Performance,D Oakleaf,TR,1030-1145a,KT MS
THEA 221,Acting I: Intro to Performance,L Clark,TR,1200-0115p,KT MS
THEA 221,Acting I: Intro to Performance,J Hofmann,TR,0130-0245p,KT SS
THEA 222,Acting II: Basic Scene Study,S Ray,TR,1030-1145a,KT SS
THEA 240,Intro to Theatre Production,B Shevelenko,TR,0130-0245p,KT 101
THEA 323,Film/TV Acting,S Ray,TR,0900-1015a,KT SS
THEA 343D,"Thea Prod: Scenic & Prop Prod
(Scenic Painting)",M Bisbee,TR,0900-1020a,KT MS
THEA 354,Intro to Costume Construction,I Ching,MWF,0900-1020a,KT CS
THEA 400B,"Adv Theatre Prac: Acting
Restriction: Instructor Approval",J Iezzi,TBA,TBA,SAKAM C202
THEA 400B,"Adv Theatre Prac: Acting
Restriction: Instructor Approval",J Iezzi,TBA,TBA,SAKAM C202
THEA 400C,Adv Theatre Prac: Stagecraft,B Shevelenko,TBA,TBA,KT 108J
THEA 400D,Adv Theatre Prac: Costume,M Bisbee,T,0300-0415p,KT WD
THEA 400E,"Adv Theatre Prac: Theatre Mgt
Restriction: Major",J Jacob,T,0300-0415p,KT 203
THEA 412,World Theatre IV: Modern,M Wessendorf,MWF,1030-1120a,KT 101
THEA 420C,"Inter Voice for Actor: Asian
(Actor Voice: China)",E Wichmann-Walczak,MWF,0930-1020a,KT SS
THEA 427,"Chinese Acting Workshop
Restriction: Major",E Wichmann-Walczak,MWF,1130-1245p,KT MS
THEA 447,Stage Management,R Greaver,TR,1200-0115p,KT 203
THEA 464,Drama & Theatre of Sea & India,K Pauka,TR,1030-1145a,SAKAM D103
THEA 600,Seminar in Theatre Research,L O'Malley,MWF,0930-1020a,SAKAM D102
THEA 611,Sem in Major Dramatic Theory,M Wessendorf,MW,1130-1245p,SAKAM D103
THEA 616,Script Analysis,M Wessendorf,F,0200-0445p,SAKAM D102
THEA 620,Advanced Voice for the Actor,P Mitri,TR,0130-0245p,KT WD
THEA 621,Acting VII - Great Roles,P Mitri,TR,1200-0115p,KT LAB
THEA 626,"Adv Topics Theatre Acting
(Adler Technique)
Restriction: Major",S Ray,M,0200-0430p,KT SS
THEA 640,Problems in Design & Prod,H Schauer,R,0130-0430p,KT MD
THEA 650,"Prof Advance in Design
Restriction: Major",B Shevelenko,TBA,TBA,TBA TBA
THEA 650,"Prof Advance in Design
Restriction: Major",M Bisbee,TBA,TBA,TBA TBA
THEA 657,Seminar in Design,M Bisbee,TR,1030-1150a,KT 203
THEA 682,Graduate Workshop in Directing,P Mitri,TR,1200-0115p,KT LAB
THEA 690,"Graduate Theatre Workshop
Restriction: Major",B Shevelenko,TBA,TBA,TBA TBA
THEA 691,Sem in Teaching Dance/Theatre,A Schiffner,TR,1200-0115p,DB CLASS
THEA 692,"Practicum in Teaching
Restriction: Major",B Shevelenko,TBA,TBA,KT 402
THEA 692,"Practicum in Teaching
Restriction: Major",L O'Malley,TBA,TBA,KT 111
THEA 692,"Practicum in Teaching
Restriction: Major",E Wichmann-Walczak,TBA,TBA,KT 113
THEA 692,"Practicum in Teaching
Restriction: Major",C Vasek,TBA,TBA,KT 110
THEA 692,"Practicum in Teaching
Restriction: Major",M Wessendorf,TBA,TBA,SAKAM A404
THEA 692,"Practicum in Teaching
Restriction: Major",A Schiffner,TBA,TBA,DB 102
THEA 692,"Practicum in Teaching
Restriction: Major",P Mitri,TBA,TBA,KT 114
THEA 692,"Practicum in Teaching
Restriction: Major",P Mitri,TBA,TBA,KT 114
THEA 692,"Practicum in Teaching
Restriction: Major",M Bisbee,TBA,TBA,KT 102B
THEA 692,"Practicum in Teaching
Restriction: Major",T Baker,TBA,TBA,TBA TBA
THEA 692,"Practicum in Teaching
Restriction: Major",K Pauka,TBA,TBA,TBA TBA
THEA 695,"Creative Projects
Restriction: Major",A Schiffner,TBA,TBA,TBA TBA
THEA 695,"Creative Projects
Restriction: Major",B Shevelenko,TBA,TBA,TBA TBA
TONG 101,Beginning Tongan,A Pasi,MW,0130-0240p,WEB 102
TI 401,Principles of Translation,P Rolland,MW,0230-0345p,MOORE 228
TI 403,Introduction to Interpretation,P Rolland,M,0425-0645p,MOORE 206
TI 406,Community Interpreting,S Zeng,W,0425-0645p,KUY 204
TIM 100,Internship I,D Fitzgerald,WF,0130-0220p,BUSAD A102
TIM 101,Intro to Travel Industry Mgt,D Spencer,TR,1030-1145a,GRG 227
TIM 101,Intro to Travel Industry Mgt,D Spencer,TBA,TBA,ONLINE TBA
TIM 102,Food and World Cultures,T Wilkins,WF,1200-0115p,GRG 227
TIM 102,Food and World Cultures,N Modavi,TBA,TBA,ONLINE TBA
TIM 200,"Internship II
Restriction: Major",D Fitzgerald,TBA,TBA,GRG 346
TIM 300,"Internship III
Restriction: Major",D Fitzgerald,TBA,TBA,GRG 346
TIM 301,"Legal Environmnt of Travel Ind
Restriction: Major",W Fong,MW,0130-0245p,CR 105
TIM 302,"Information Systems Technology
Restriction: Major",P Lawler,WF,0900-1015a,GRG 113B
TIM 302,"Information Systems Technology
Restriction: Major",P Lawler,WF,1030-1145a,GRG 113B
TIM 302,"Information Systems Technology
Restriction: Major",P Lawler,WF,1200-0115p,GRG 113B
TIM 303,"Mgmt of Service Enterprises
Restriction: Major",T Wilkins,TR,1200-0115p,GRG 227
TIM 304,"Principles of Travel Ind Mktg
Restriction: Major",I Lin,WF,1200-0115p,BIL 335
TIM 305,"Financial Mgt of Travel Ind
Restriction: Major",T Wilkins,TR,0300-0415p,GRG 227
TIM 306,"Human Resource Mgmt: Trav Ind
Restriction: Major",L Shulga,WF,0900-1015a,GRG 214
TIM 306,"Human Resource Mgmt: Trav Ind
Restriction: Major",L Shulga,WF,1200-0115p,BUSAD E204
TIM 311,"Club Management
Restriction: Major",J Bethe,W,0430-0700p,GRG 215
TIM 313,"Foodservice Management
Restriction: Major",J Jun,TR,1200-0115p,KUY 301
TIM 314,"Hotel Management
Restriction: Major",T Wilkins,WF,0900-1015a,GRG 227
TIM 315,"Quality Food Management
Restriction: Major",J Jun,TR,0900-1015a,GRG 215
TIM 321,"Sociocultural Issues in Toursm
Restriction: Major",D Spencer,TR,1200-0115p,GRG 215
TIM 321,"Sociocultural Issues in Toursm
Restriction: Major",L Gershuni,TBA,TBA,ONLINE TBA
TIM 333,"Hotel/Resort Facilties & Desgn
Restriction: Major",M Lizama,M,0900-1130a,BUSAD G103
